"titleDe","titleFr","descriptionDe","descriptionFr","externalLinkTextDe","externalLinkTextFr","externalLinkDe","externalLinkFr","dateTimeStop","isMachineGenerated"
"Hinweis","Remarque","Aufgrund der Einstellung der Datenlieferungen seitens des BAG publiziert die Gesundheits-, Sozial- und Integratonsdirektion (GSI) seit dem 1. April 2022 keine COVID-Kennzahlen mehr. Daten zur aktuellen Lage stehen unter folgendem Link zur Verfügung:","En raison de la suspension des envois de données de la part de l'OFSP, la Direction de la santé, des affaires sociales et de l'intégration (DSSI) ne publie plus de chiffres-clés COVID depuis le 1er avril 2022. Des données concernant la situation actuelle sont disponibles sur le site suivant :","COVID-19 Schweiz|Coronavirus|Dashboard (admin.ch)","COVID-19 Suisse|Coronavirus|Dashboard (admin.ch)","https://www.covid19.admin.ch/de/overview","https://www.covid19.admin.ch/fr/overview","2022-05-31T17:00:00","FALSE"
